image_path,style_true_index,style_true_name,style_pred_index,style_pred_name,style_confidence,style_correct,genre_true_index,genre_true_name,genre_pred_index,genre_pred_name,genre_confidence,genre_correct,artist_true_index,artist_true_name,artist_pred_index,artist_pred_name,artist_confidence,artist_correct,mean_confidence,all_correct,incorrect_tasks
Cubism/pyotr-konchalovsky_abramtsevo-the-boys-at-the-river-drawing-for-the-painting-boys-bathing-1920.jpg,7,Cubism,9,Expressionism,0.999464,0,8,sketch_and_study,8,sketch_and_study,0.987529,1,18,Pyotr_Konchalovsky,13,Martiros_Saryan,0.996696,0,0.994563,0,"style,artist"
Cubism/pyotr-konchalovsky_abramtsevo-the-trees-1920.jpg,7,Cubism,9,Expressionism,0.998597,0,8,sketch_and_study,8,sketch_and_study,0.988534,1,18,Pyotr_Konchalovsky,13,Martiros_Saryan,0.994927,0,0.994019,0,"style,artist"
Impressionism/claude-monet_coal-dockers.jpg,12,Impressionism,3,Art_Nouveau,0.995072,0,1,cityscape,1,cityscape,0.998473,1,4,Claude_Monet,14,Nicholas_Roerich,0.979187,0,0.990911,0,"style,artist"
Realism/ilya-repin_portrait-of-the-artist-nikolay-gay-1880.jpg,21,Realism,4,Baroque,0.999901,0,6,portrait,6,portrait,0.963865,1,8,Ilya_Repin,20,Rembrandt,0.999734,0,0.987833,0,"style,artist"
Realism/ilya-repin_christ-and-nicodemus-1887.jpg,21,Realism,9,Expressionism,0.990206,0,8,sketch_and_study,8,sketch_and_study,0.996302,1,8,Ilya_Repin,13,Martiros_Saryan,0.976671,0,0.987726,0,"style,artist"
Romanticism/ivan-aivazovsky_portrait-of-gabriel-aivazian-the-artist-s-brother-1883.jpg,23,Romanticism,4,Baroque,0.988758,0,6,portrait,6,portrait,0.999498,1,9,Ivan_Aivazovsky,20,Rembrandt,0.972840,0,0.987032,0,"style,artist"
Baroque/rembrandt_the-crucifixion-a-square-small-plate-1634.jpg,4,Baroque,15,Naive_Art_Primitivism,0.999930,0,7,religious_painting,7,religious_painting,0.958871,1,20,Rembrandt,12,Marc_Chagall,0.999974,0,0.986258,0,"style,artist"
Northern_Renaissance/albrecht-durer_adoration-of-kings-1493.jpg,17,Northern_Renaissance,4,Baroque,0.998045,0,7,religious_painting,7,religious_painting,0.961175,1,0,Albrecht_Durer,20,Rembrandt,0.996319,0,0.985180,0,"style,artist"
Impressionism/camille-pissarro_the-little-bridge-pontoise-1875-1.jpg,12,Impressionism,21,Realism,0.964952,0,4,landscape,4,landscape,0.991188,1,2,Camille_Pissarro,10,Ivan_Shishkin,0.994095,0,0.983412,0,"style,artist"
Realism/ilya-repin_portrait-of-an-old-woman-1870.jpg,21,Realism,4,Baroque,0.999967,0,6,portrait,6,portrait,0.947435,1,8,Ilya_Repin,20,Rembrandt,0.999909,0,0.982437,0,"style,artist"
Impressionism/pierre-auguste-renoir_woman-in-a-garden-woman-with-a-seagull-1868.jpg,12,Impressionism,21,Realism,0.989555,0,6,portrait,6,portrait,0.998446,1,17,Pierre_Auguste_Renoir,1,Boris_Kustodiev,0.949789,0,0.979263,0,"style,artist"
Symbolism/nicholas-roerich_himalayas-pink-peak.jpg,24,Symbolism,23,Romanticism,0.984683,0,4,landscape,4,landscape,0.941814,1,14,Nicholas_Roerich,9,Ivan_Aivazovsky,0.997067,0,0.974521,0,"style,artist"
Impressionism/camille-pissarro_poor-footpath-pontoise-snow-effect-1874.jpg,12,Impressionism,21,Realism,0.941708,0,4,landscape,4,landscape,0.967593,1,2,Camille_Pissarro,10,Ivan_Shishkin,0.993457,0,0.967586,0,"style,artist"
Romanticism/gustave-dore_the-last-supper.jpg,23,Romanticism,4,Baroque,0.977408,0,7,religious_painting,7,religious_painting,0.942463,1,7,Gustave_Dore,20,Rembrandt,0.967131,0,0.962334,0,"style,artist"
Realism/john-singer-sargent_ethel-smyth-1901.jpg,21,Realism,17,Northern_Renaissance,0.945500,0,6,portrait,6,portrait,0.977186,1,11,John_Singer_Sargent,0,Albrecht_Durer,0.961239,0,0.961308,0,"style,artist"
Romanticism/ivan-aivazovsky_portrait-of-the-artist-s-wife-anna-burnazyan-1882.jpg,23,Romanticism,21,Realism,0.969117,0,6,portrait,6,portrait,0.942894,1,9,Ivan_Aivazovsky,8,Ilya_Repin,0.971191,0,0.961067,0,"style,artist"
