image_path,style_true_index,style_true_name,style_pred_index,style_pred_name,style_confidence,style_correct,genre_true_index,genre_true_name,genre_pred_index,genre_pred_name,genre_confidence,genre_correct,artist_true_index,artist_true_name,artist_pred_index,artist_pred_name,artist_confidence,artist_correct,mean_confidence,all_correct,incorrect_tasks
Impressionism/pierre-auguste-renoir_the-powder-magazine-at-la-rochelle.jpg,12,Impressionism,12,Impressionism,0.987519,1,1,cityscape,4,landscape,0.937726,0,17,Pierre_Auguste_Renoir,17,Pierre_Auguste_Renoir,0.983893,1,0.969712,0,genre
Expressionism/martiros-saryan_armenian-village-1933.jpg,9,Expressionism,9,Expressionism,0.945556,1,4,landscape,3,illustration,0.970286,0,13,Martiros_Saryan,13,Martiros_Saryan,0.990809,1,0.968884,0,genre
Realism/vincent-van-gogh_interior-with-peasant-woman-sitting-near-the-fireplace-1885-1.jpg,21,Realism,21,Realism,0.949028,1,2,genre_painting,8,sketch_and_study,0.951886,0,22,Vincent_van_Gogh,22,Vincent_van_Gogh,0.998991,1,0.966635,0,genre
Realism/vincent-van-gogh_interior-with-peasant-woman-sewing-1885-1.jpg,21,Realism,21,Realism,0.936669,1,2,genre_painting,8,sketch_and_study,0.961319,0,22,Vincent_van_Gogh,22,Vincent_van_Gogh,0.999964,1,0.965984,0,genre
Naive_Art_Primitivism/marc-chagall_the-sacrifice-of-isaac-5.jpg,15,Naive_Art_Primitivism,15,Naive_Art_Primitivism,0.999340,1,8,sketch_and_study,7,religious_painting,0.896688,0,12,Marc_Chagall,12,Marc_Chagall,0.999335,1,0.965121,0,genre
Romanticism/ivan-aivazovsky_ox-cart-crossing-a-flooded-plain-1897.jpg,23,Romanticism,23,Romanticism,0.978657,1,2,genre_painting,4,landscape,0.918420,0,9,Ivan_Aivazovsky,9,Ivan_Aivazovsky,0.997797,1,0.964958,0,genre
Romanticism/gustave-dore_the-heaven-of-the-fixed-stars-ii.jpg,23,Romanticism,23,Romanticism,0.995249,1,3,illustration,7,religious_painting,0.908720,0,7,Gustave_Dore,7,Gustave_Dore,0.990333,1,0.964767,0,genre
Symbolism/nicholas-roerich_monhigan-study-1922.jpg,24,Symbolism,24,Symbolism,0.921128,1,4,landscape,8,sketch_and_study,0.978858,0,14,Nicholas_Roerich,14,Nicholas_Roerich,0.994263,1,0.964750,0,genre
Post_Impressionism/vincent-van-gogh_the-good-samaritan-after-delacroix-1890.jpg,20,Post_Impressionism,20,Post_Impressionism,0.965187,1,7,religious_painting,2,genre_painting,0.977416,0,22,Vincent_van_Gogh,22,Vincent_van_Gogh,0.950716,1,0.964440,0,genre
Romanticism/ivan-aivazovsky_the-daryal-canyon-1855.jpg,23,Romanticism,23,Romanticism,0.999369,1,4,landscape,1,cityscape,0.894046,0,9,Ivan_Aivazovsky,9,Ivan_Aivazovsky,0.999647,1,0.964354,0,genre
Romanticism/gustave-dore_hagar-and-ishmael-in-the-wilderness.jpg,23,Romanticism,23,Romanticism,0.999183,1,7,religious_painting,3,illustration,0.890815,0,7,Gustave_Dore,7,Gustave_Dore,0.999545,1,0.963181,0,genre
Symbolism/nicholas-roerich_figures-in-a-landscape.jpg,24,Symbolism,24,Symbolism,0.995342,1,8,sketch_and_study,4,landscape,0.895761,0,14,Nicholas_Roerich,14,Nicholas_Roerich,0.998354,1,0.963152,0,genre
Impressionism/pierre-auguste-renoir_dame-en-toilette-de-ville-1875.jpg,12,Impressionism,12,Impressionism,0.998101,1,8,sketch_and_study,6,portrait,0.909720,0,17,Pierre_Auguste_Renoir,17,Pierre_Auguste_Renoir,0.978975,1,0.962266,0,genre
Romanticism/gustave-dore_world-destroyed-by-water.jpg,23,Romanticism,23,Romanticism,0.992346,1,7,religious_painting,3,illustration,0.896643,0,7,Gustave_Dore,7,Gustave_Dore,0.997021,1,0.962003,0,genre
Romanticism/ivan-aivazovsky_on-the-roads-1874.jpg,23,Romanticism,23,Romanticism,0.999992,1,4,landscape,1,cityscape,0.885015,0,9,Ivan_Aivazovsky,9,Ivan_Aivazovsky,0.999998,1,0.961668,0,genre
Impressionism/pierre-auguste-renoir_two-girls-1892.jpg,12,Impressionism,12,Impressionism,0.999971,1,2,genre_painting,6,portrait,0.882739,0,17,Pierre_Auguste_Renoir,17,Pierre_Auguste_Renoir,0.999993,1,0.960901,0,genre
Realism/ivan-shishkin_forest.jpg,21,Realism,21,Realism,0.999047,1,4,landscape,8,sketch_and_study,0.885267,0,10,Ivan_Shishkin,10,Ivan_Shishkin,0.998345,1,0.960886,0,genre
Impressionism/childe-hassam_lillie.jpg,12,Impressionism,12,Impressionism,0.995176,1,6,portrait,5,nude_painting,0.899885,0,3,Childe_Hassam,3,Childe_Hassam,0.986915,1,0.960659,0,genre
