image_path,style_true_index,style_true_name,style_pred_index,style_pred_name,style_confidence,style_correct,genre_true_index,genre_true_name,genre_pred_index,genre_pred_name,genre_confidence,genre_correct,artist_true_index,artist_true_name,artist_pred_index,artist_pred_name,artist_confidence,artist_correct,mean_confidence,all_correct,incorrect_tasks
Realism/vincent-van-gogh_woman-sitting-on-a-basket-with-head-in-hands-1883.jpg,21,Realism,15,Naive_Art_Primitivism,0.235266,0,2,genre_painting,8,sketch_and_study,0.277835,0,22,Vincent_van_Gogh,15,Pablo_Picasso,0.234378,0,0.249160,0,"style,genre,artist"
Romanticism/gustave-dore_don-quixote-139.jpg,23,Romanticism,3,Art_Nouveau,0.250896,0,3,illustration,2,genre_painting,0.312447,0,7,Gustave_Dore,8,Ilya_Repin,0.282543,0,0.281962,0,"style,genre,artist"
Impressionism/camille-pissarro_portrait-of-the-artist-s-mother.jpg,12,Impressionism,17,Northern_Renaissance,0.158890,0,6,portrait,6,portrait,0.543556,1,2,Camille_Pissarro,18,Pyotr_Konchalovsky,0.189250,0,0.297232,0,"style,artist"
Expressionism/salvador-dali_the-tree.jpg,9,Expressionism,25,Synthetic_Cubism,0.177618,0,4,landscape,9,still_life,0.415684,0,21,Salvador_Dali,21,Salvador_Dali,0.319927,1,0.304410,0,"style,genre"
Romanticism/gustave-dore_don-quixote-126.jpg,23,Romanticism,3,Art_Nouveau,0.204963,0,3,illustration,2,genre_painting,0.535031,0,7,Gustave_Dore,21,Salvador_Dali,0.212426,0,0.317473,0,"style,genre,artist"
Romanticism/gustave-dore_illustration-for-charles-perraults-bluebeard.jpg,23,Romanticism,17,Northern_Renaissance,0.317385,0,3,illustration,8,sketch_and_study,0.311614,0,7,Gustave_Dore,0,Albrecht_Durer,0.353287,0,0.327428,0,"style,genre,artist"
Realism/vincent-van-gogh_sculpture-and-still-life-with-cabbage-and-clogs-1881.jpg,21,Realism,21,Realism,0.289621,1,8,sketch_and_study,8,sketch_and_study,0.320915,1,22,Vincent_van_Gogh,22,Vincent_van_Gogh,0.396253,1,0.335596,1,
Realism/nicholas-roerich_drying-house-in-tarakanovka-1893.jpg,21,Realism,21,Realism,0.471130,1,4,landscape,4,landscape,0.287029,1,14,Nicholas_Roerich,10,Ivan_Shishkin,0.280233,0,0.346131,0,artist
Realism/ilya-repin_hopak-1927.jpg,21,Realism,12,Impressionism,0.507443,0,2,genre_painting,2,genre_painting,0.287743,1,8,Ilya_Repin,11,John_Singer_Sargent,0.259483,0,0.351556,0,"style,artist"
Symbolism/nicholas-roerich_salome-with-head-of-st-john-the-baptist.jpg,24,Symbolism,21,Realism,0.342055,0,7,religious_painting,2,genre_painting,0.373649,0,14,Nicholas_Roerich,21,Salvador_Dali,0.349106,0,0.354937,0,"style,genre,artist"
Impressionism/edgar-degas_woman-ironing-1886.jpg,12,Impressionism,21,Realism,0.373814,0,2,genre_painting,2,genre_painting,0.357120,1,5,Edgar_Degas,5,Edgar_Degas,0.337514,1,0.356149,0,style
Realism/nicholas-roerich_sage-1897.jpg,21,Realism,9,Expressionism,0.475952,0,6,portrait,7,religious_painting,0.395255,0,14,Nicholas_Roerich,21,Salvador_Dali,0.205877,0,0.359028,0,"style,genre,artist"
Realism/ilya-repin_jesus-in-a-crown-of-thorns-1913.jpg,21,Realism,21,Realism,0.318171,1,7,religious_painting,9,still_life,0.388009,0,8,Ilya_Repin,8,Ilya_Repin,0.380982,1,0.362387,0,genre
Naive_Art_Primitivism/marc-chagall_the-avenue-of-opera-1969.jpg,15,Naive_Art_Primitivism,21,Realism,0.485562,0,2,genre_painting,9,still_life,0.338102,0,12,Marc_Chagall,12,Marc_Chagall,0.264408,1,0.362691,0,"style,genre"
Realism/john-singer-sargent_shoeing-the-ox.jpg,21,Realism,21,Realism,0.188250,1,2,genre_painting,7,religious_painting,0.491766,0,11,John_Singer_Sargent,11,John_Singer_Sargent,0.408228,1,0.362748,0,genre
Symbolism/pablo-picasso_harlequin-s-death-1906.jpg,24,Symbolism,15,Naive_Art_Primitivism,0.420410,0,2,genre_painting,5,nude_painting,0.336932,0,15,Pablo_Picasso,12,Marc_Chagall,0.336864,0,0.364735,0,"style,genre,artist"
Art_Nouveau_Modern/nicholas-roerich_temple.jpg,3,Art_Nouveau,9,Expressionism,0.248299,0,4,landscape,2,genre_painting,0.310811,0,14,Nicholas_Roerich,15,Pablo_Picasso,0.555846,0,0.371652,0,"style,genre,artist"
Art_Nouveau_Modern/boris-kustodiev_baker-1918.jpg,3,Art_Nouveau,3,Art_Nouveau,0.544933,1,6,portrait,2,genre_painting,0.371954,0,1,Boris_Kustodiev,1,Boris_Kustodiev,0.230948,1,0.382612,0,genre
Realism/boris-kustodiev_ride-1915.jpg,21,Realism,21,Realism,0.264065,1,8,sketch_and_study,8,sketch_and_study,0.439765,1,1,Boris_Kustodiev,1,Boris_Kustodiev,0.445848,1,0.383226,1,
Realism/ilya-repin_in-the-upper-tier-of-the-theater-1920.jpg,21,Realism,21,Realism,0.280360,1,2,genre_painting,7,religious_painting,0.578665,0,8,Ilya_Repin,8,Ilya_Repin,0.291602,1,0.383542,0,genre
Art_Nouveau_Modern/boris-kustodiev_sketch-of-decorations-for-puppet-show-the-rooster-gold-scallop-1927.jpg,3,Art_Nouveau,9,Expressionism,0.343740,0,8,sketch_and_study,8,sketch_and_study,0.280338,1,1,Boris_Kustodiev,1,Boris_Kustodiev,0.537085,1,0.387054,0,style
Post_Impressionism/vincent-van-gogh_rosebush-in-blossom-1889.jpg,20,Post_Impressionism,20,Post_Impressionism,0.319448,1,4,landscape,2,genre_painting,0.448282,0,22,Vincent_van_Gogh,3,Childe_Hassam,0.399791,0,0.389174,0,"genre,artist"
Post_Impressionism/pablo-picasso_a-boat-on-the-canal-1905.jpg,20,Post_Impressionism,17,Northern_Renaissance,0.512377,0,4,landscape,4,landscape,0.310203,1,15,Pablo_Picasso,3,Childe_Hassam,0.364267,0,0.395615,0,"style,artist"
Romanticism/gustave-dore_he-perceived-that-her-little-foot-slid-in-without-trouble.jpg,23,Romanticism,4,Baroque,0.475290,0,3,illustration,5,nude_painting,0.374266,0,7,Gustave_Dore,20,Rembrandt,0.337781,0,0.395779,0,"style,genre,artist"
Realism/martiros-saryan_byurakan-1958.jpg,21,Realism,20,Post_Impressionism,0.257764,0,4,landscape,4,landscape,0.441598,1,13,Martiros_Saryan,18,Pyotr_Konchalovsky,0.488263,0,0.395875,0,"style,artist"
Art_Nouveau_Modern/nicholas-roerich_a-path-1908.jpg,3,Art_Nouveau,20,Post_Impressionism,0.522324,0,4,landscape,4,landscape,0.348321,1,14,Nicholas_Roerich,22,Vincent_van_Gogh,0.320474,0,0.397040,0,"style,artist"
Naive_Art_Primitivism/pablo-picasso_las-meninas-velazquez-1957-3.jpg,15,Naive_Art_Primitivism,9,Expressionism,0.476529,0,6,portrait,5,nude_painting,0.232990,0,15,Pablo_Picasso,21,Salvador_Dali,0.482790,0,0.397436,0,"style,genre,artist"
Realism/boris-kustodiev_petrograd-in-1919-1919.jpg,21,Realism,15,Naive_Art_Primitivism,0.329828,0,2,genre_painting,3,illustration,0.478543,0,1,Boris_Kustodiev,13,Martiros_Saryan,0.385203,0,0.397858,0,"style,genre,artist"
Realism/nicholas-roerich_presentation-of-jesus-at-the-temple-1894.jpg,21,Realism,21,Realism,0.287556,1,7,religious_painting,2,genre_painting,0.549578,0,14,Nicholas_Roerich,21,Salvador_Dali,0.358038,0,0.398391,0,"genre,artist"
